l1-mean,l1-stdv,n_rounds-mean,n_rounds_stdv,num_leaves,min_data_in_leaf,learning_rate
0.05494747610765095,0.0016836238197734156,272.6666666666667,79.21419625855513,18,55,0.005346928742181568
0.0549479848269117,0.0016717721074529328,711.5555555555555,129.31452707867066,17,74,0.002078106350928487
0.054961364335338124,0.0014790216737313204,178.44444444444446,70.06681114972594,19,61,0.007756584156089586
0.05496141316304511,0.0014559203029973608,681.6666666666666,91.83439200841673,19,82,0.0022380470754472894
0.05497729752354783,0.0017106905060123112,393.22222222222223,113.64934157093113,11,64,0.004646806990421317
0.05498902859811977,0.001725810470198285,582.8888888888889,262.8537592758226,5,39,0.0034587261772043103
0.054989363700202666,0.0015037015864961148,530.8888888888889,159.130585400408,17,57,0.003115564926947484
0.05499144706961516,0.0017066446531354583,441.77777777777777,123.43939383607359,7,58,0.0042691673267214935
0.0549925252612887,0.0016979129104822469,353.55555555555554,55.38774656127294,12,57,0.004986699617299919
0.05499534002304795,0.0018671238797765362,826.0,135.38997172776294,7,82,0.0022632993280595043
0.054996275433029734,0.0013649942074808756,365.3333333333333,115.20127314111305,14,58,0.0045164584343351695
0.05499784609722114,0.0019909451142292936,176.66666666666666,23.118054512532936,16,78,0.009757019915956608
0.05500172466112647,0.0015342345933119555,807.6666666666666,287.35576091899276,14,96,0.001978003643843519
0.05502450415598812,0.0014104371853106764,687.0,208.41038575101985,7,54,0.002624726140365676
0.055042853590568624,0.001583980233817816,371.3333333333333,92.48423289044102,15,83,0.0042796804581901726
0.055054140672602676,0.0015815433787839453,717.8888888888889,230.44615878500866,18,41,0.0018111968582168137
0.055058268628634645,0.00140473002926624,160.22222222222223,81.42177947477877,14,41,0.008897717774343155
0.055058722121745333,0.0016293456945654747,964.4444444444445,223.92960754621632,13,45,0.0016778521894370156
0.05506255293624919,0.0012402722919503263,1296.111111111111,649.6485279568816,6,35,0.001209775335414014
0.055105289567195855,0.0015237038225920346,1615.111111111111,510.6550138889038,12,64,0.0010347974632385622
0.0551126418281993,0.0016731390241746737,231.22222222222223,61.38001444150617,13,50,0.007309017191732633
0.05511715434926625,0.001388736645296402,845.4444444444445,281.7891690652235,19,45,0.0016846852625234734
0.055146366181131584,0.0014515113859996734,609.4444444444445,174.24383369361144,15,73,0.00261507362210452
0.05523185816062353,0.0013638384355261362,465.1111111111111,178.67129623631612,16,31,0.0024788210718016644
0.055279775287260954,0.001851132817214812,227.66666666666666,51.14250243736178,14,82,0.008050174350435787
0.05532474224030519,0.0015988193942177045,353.3333333333333,98.06687060935059,14,33,0.004181156706273075
