l1-mean,l1-stdv,n_rounds,num_leaves,min_data_in_leaf,learning_rate
0.05685312920330295,0.00037364806137399386,541,78,351,0.03091803432456141
0.05685472595537198,0.00038699129403312266,485,64,412,0.044863636360479284
0.05685705420383147,0.00038035513133434013,790,42,205,0.03418367333074712
0.05685850433776022,0.0003759439461716649,433,53,579,0.0543315409133845
0.056859657119253525,0.0003708249906713182,706,55,597,0.04026560427807317
0.05686032561273073,0.0003583138627568391,761,53,110,0.027987917458218558
0.0568613151854017,0.0003737641267861112,12000,35,412,0.0013727389630337795
0.056861652786341324,0.00037298741437572614,496,77,414,0.04214194009863309
0.0568621484724315,0.0003769599898873892,491,49,532,0.041047692970669306
0.05686423066330133,0.00036441702340305544,12000,37,185,0.0013207313492870996
0.056868310503032635,0.0003759340503685392,460,57,168,0.04313789753589702
0.05687181371606039,0.0003761943941610118,539,42,176,0.043969192567529555
0.056873170587308106,0.0003834033691373437,390,58,347,0.05182848409159942
0.05687443067205868,0.0003793072613159233,471,79,161,0.040088322953093884
0.05687593953296305,0.00036298012189276725,344,42,435,0.08331204884360556
0.056876849980609226,0.00037298461840724537,12000,38,574,0.0011750544754202139
0.05687857019162344,0.00038332465299904936,338,38,445,0.07176252865328724
0.05687991208661527,0.0003912782990574576,305,46,594,0.08446245439351538
0.056880474137957014,0.00036611595284513003,273,78,227,0.053809515627241206
0.056886030150982904,0.0003599181803416737,293,35,512,0.09524456137820561
0.056893434315118764,0.00038470987162744416,198,74,276,0.0898709357802495
0.05689466651554135,0.00036833956684034617,12000,30,417,0.0012138710172115916
0.05689523687942779,0.0003675833795357436,151,72,448,0.09628685239834898
0.0568958685452268,0.0003804294081241867,337,64,112,0.0602544237893706
0.05690580006144978,0.0003671879805404279,193,64,195,0.08563505697216037
0.056908574233308626,0.0003708457500321171,253,45,228,0.07460285167792123
0.05691137415150456,0.0003807402888141025,171,54,191,0.09810241105655208
0.05692266997200664,0.0003601839870054977,199,47,105,0.08292555391182097
0.05693874083631519,0.00038363560795675477,202,74,100,0.0738120566160266
